Dataset,Evaluation type,Method,Alpha,Beta,Width,Bin size,Number of knots,Minimum sigma rep1,Minimum sigma rep2,Length of mean-var curve,Evaluation Value
H3K4me3 GM06990,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,100,0.147241537,0.150205482,10401,3.816275422
H3K4me3 GM06990,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,200,0.163303203,0.166337551,10401,3.977981072
H3K4me3 GM06990,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,500,0.170643886,0.17371474,10401,4.173118657
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,7,0.072891296,0.072891296,42417,0.321073235
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,10,0.079152955,0.079152955,42417,0.319546627
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,50,0.10992053,0.10992053,42417,0.313871348
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,100,0.105942895,0.105942895,42417,0.314931516
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,200,0.107257588,0.107257588,42417,0.314409294
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,500,0.108191098,0.108191098,42417,0.314458968
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,21208,-12.99614377,-6.398219571,42417,0.352240491
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,14139,-3.088513321,0.021379679,42417,0.346991563
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,10604,0.023053669,0.023053669,42417,0.344417018
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,8483,0.024955007,0.024955007,42417,0.342014218
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,7070,0.026144461,0.026144461,42417,0.341556852
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,6060,0.027182615,0.027182615,42417,0.340586535
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,5302,0.029351931,0.029351931,42417,0.339192483
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,4713,0.031731022,0.031731022,42417,0.337715379
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,4242,0.032354106,0.032354106,42417,0.337813337
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,3856,0.033644606,0.033644606,42417,0.337162198
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,3535,0.035478203,0.035478203,42417,0.336232397
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,3263,0.036577623,0.036577623,42417,0.335774732
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,3030,0.038421463,0.038421463,42417,0.335302837
H3K4me3 GM12878,Number of knots,SDPM,2,1,7,1000,2828,-2.597291037,0.042824495,42417,0.333785541
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,7,0.072891296,0.072891296,42394,0.321073235
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,10,0.079152955,0.079152955,42394,0.319546627
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,50,0.10992053,0.10992053,42394,0.313871348
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,100,0.105942895,0.105942895,42394,0.314931516
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,200,0.107257588,0.107257588,42394,0.314409294
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,500,0.108191098,0.108191098,42394,0.314458968
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,21197,-12.99614286,-6.398218946,42394,0.353420465
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,14131,-3.088518572,0.021317627,42394,0.347329077
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,10598,0.022999822,0.022999822,42394,0.344522505
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,8479,0.02503826,0.02503826,42394,0.342070851
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,7066,0.026035022,0.026035022,42394,0.34160298
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,6056,0.027244765,0.027244765,42394,0.340589629
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,5299,0.029350979,0.029350979,42394,0.339203889
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,4710,0.031604987,0.031604987,42394,0.337851223
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,4239,0.032561267,0.032561267,42394,0.337673349
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,3854,0.033619472,0.033619472,42394,0.337131728
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,3533,0.035210873,0.035210873,42394,0.336336469
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,3261,0.036502833,0.036502833,42394,0.335726832
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,3028,0.038427381,0.038427381,42394,0.335311104
H3K4me3 GM12878,Number of knots,SDPM,1,Inf,0,1000,2826,-2.597222712,0.042901812,42394,0.333776148
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,7,0.06352518,0.06352518,42686,0.331012853
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,10,0.121455713,0.121455713,42686,0.315880903
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,50,0.124739388,0.124739388,42686,0.316869816
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,100,0.124366876,0.124366876,42686,0.316769251
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,200,0.125862366,0.125862366,42686,0.316083132
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,500,0.123718592,0.123718592,42686,0.316816013
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,21343,-153.8880175,-104.3383676,42686,0.489385928
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,14229,-43.93622158,-27.91979351,42686,0.32606022
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,10672,0.128281642,0.127958918,42686,0.302301815
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,8537,0.13482526,0.134405552,42686,0.301289078
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,7114,0.138799844,0.138637002,42686,0.30129047
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,6098,0.144161364,0.144004591,42686,0.304379182
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,5336,0.147160395,0.147160613,42686,0.31070523
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,4743,0.147219006,0.147218897,42686,0.310149632
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,4269,0.14616598,0.14613699,42686,0.312307705
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,3881,0.13859423,0.13859423,42686,0.314776149
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,3557,0.131842244,0.131842244,42686,0.316319135
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,3284,0.129777868,0.129777868,42686,0.317060435
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,3049,0.121507371,0.121507371,42686,0.318281932
H3K4me3 GM12878,Number of knots,SDPM,1.002313162,300,1994,1000,2846,0.121316546,0.121316546,42686,0.318249738
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,7,-0.219503048,-0.219503048,42686,0.439689403
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,10,0.057530289,0.057530289,42686,0.350856226
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,50,0.004406696,0.004406696,42686,0.366501012
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,100,0.021215966,0.021215966,42686,0.36139136
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,200,0.031202626,0.031202626,42686,0.357814087
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,500,0.027108627,0.027108627,42686,0.358141252
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,21343,0.071024596,0.070728618,42686,2.2946916
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,14229,0.07989973,0.079970584,42686,0.373689775
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,10672,-46.46343085,-30.97850799,42686,0.33701754
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,8537,-50.31546112,-33.79368657,42686,0.341144229
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,7114,-10.26117258,-4.745361115,42686,0.31420768
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,6098,0.098447164,0.097749661,42686,0.313958619
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,5336,0.100232915,0.099534376,42686,0.32044398
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,4743,0.109944962,0.109917774,42686,0.331139663
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,4269,0.107957354,0.107687565,42686,0.326732582
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,3881,0.11212211,0.112118771,42686,0.329864108
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,3557,0.112126298,0.112140853,42686,0.335579846
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,3284,0.113128755,0.113128437,42686,0.332653628
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,3049,0.111773161,0.111773214,42686,0.334217627
H3K4me3 GM12878,Number of knots,SDPM,1.000693387,1000,6644,1000,2846,0.094523592,0.094523592,42686,0.340260416
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,7,-0.244504011,-0.244504011,42686,0.460812519
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,10,0.154487497,0.154488689,42686,0.327851059
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,50,0.113567721,0.113566836,42686,0.326725467
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,100,0.125954238,0.125801626,42686,0.338576234
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,200,0.127960561,0.127747468,42686,0.338688329
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,500,0.11129064,0.110828277,42686,0.333766892
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,21343,-106.4635378,-77.37637365,42686,0.444938493
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,14229,0.095265255,0.093751101,42686,0.349898074
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,10672,0.097725688,0.097205651,42686,0.336384664
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,8537,-3.403896312,0.035606519,42686,0.317497836
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,7114,-20.08079066,-12.51267174,42686,0.323637493
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,6098,-10.95679562,-5.654540334,42686,0.320890271
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,5336,0.107725662,0.10772714,42686,0.319534938
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,4743,0.107951762,0.10795365,42686,0.320303906
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,4269,0.11044624,0.110451037,42686,0.323280173
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,3881,0.112480232,0.112480671,42686,0.326554461
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,3557,0.111887365,0.11188944,42686,0.327425847
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,3284,0.112879561,0.112879868,42686,0.329102119
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,3049,0.113181005,0.113181418,42686,0.32982277
H3K4me3 GM12878,Number of knots,SDPM,1.000231076,3000,19932,1000,2846,0.11324921,0.113249708,42686,0.33003342
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,7,-0.195992953,-0.195992953,42686,0.459027954
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,10,0.164224479,0.164225362,42686,0.3431492
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,50,0.121834715,0.121834316,42686,0.342402241
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,100,0.142656748,0.142656973,42686,0.351083676
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,200,0.129884256,0.129884992,42686,0.349951182
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,500,0.0967299,0.096552834,42686,0.334916526
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,21343,-66.29332966,-49.99558265,42686,0.404356148
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,14229,-70.51401999,-53.31295518,42686,0.413382533
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,10672,0.112701938,0.112701665,42686,0.348929089
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,8537,0.112488724,0.11248914,42686,0.385953941
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,7114,0.112343119,0.112343981,42686,0.387332593
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,6098,0.11223902,0.112239903,42686,0.38049922
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,5336,0.112091204,0.112092615,42686,0.373586565
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,4743,0.112197722,0.112198218,42686,0.36758802
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,4269,0.112040809,0.112042238,42686,0.36279614
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,3881,0.112554393,0.112552458,42686,0.3597613
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,3557,0.11309989,0.113095465,42686,0.357535635
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,3284,0.113110016,0.113106882,42686,0.355343381
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,3049,0.112609582,0.112609711,42686,0.353815208
H3K4me3 GM12878,Number of knots,SDPM,1.000069317,10000,66439,1000,2846,0.112301066,0.112301543,42686,0.352409464
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,7,-0.159894871,-0.159894871,42686,0.474409727
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,10,0.202670028,0.202670161,42686,0.368496706
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,50,0.108043969,0.108044878,42686,0.394830243
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,100,0.146450816,0.146451098,42686,0.401697703
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,200,0.175342925,0.175343362,42686,0.419405658
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,500,0.188202975,0.188208938,42686,0.446161078
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,21343,0.185714781,0.185722715,42686,0.555648174
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,14229,0.185844621,0.185867214,42686,0.564922952
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,10672,0.18577607,0.185819585,42686,0.58693861
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,8537,0.185748256,0.185799199,42686,0.57521524
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,7114,0.185728828,0.185773487,42686,0.558300498
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,6098,0.185713551,0.185749801,42686,0.545093362
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,5336,0.18569668,0.185726403,42686,0.534493031
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,4743,0.18567052,0.185706526,42686,0.526134442
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,4269,0.185639263,0.185706019,42686,0.520058086
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,3881,0.185610758,0.185671696,42686,0.515620933
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,3557,0.18560184,0.185646106,42686,0.511920039
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,3284,0.185624588,0.185647153,42686,0.508698243
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,3049,0.185676286,0.185682564,42686,0.505904476
H3K4me3 GM12878,Number of knots,SDPM,1.000006931,1.00E+05,664386,1000,2846,0.185745719,0.185752311,42686,0.503461864
H3K4me3 GM12878,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,7,0.301510391,0.301507893,42686,0.593242368
H3K4me3 GM12878,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,10,0.186547428,0.186547428,42686,0.658681252
H3K4me3 GM12878,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,50,0.225033338,0.225032708,42686,0.72469535
H3K4me3 GM12878,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,100,0.237213184,0.23720913,42686,0.76833867
H3K4me3 GM12878,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,200,0.237320449,0.237316608,42686,0.832079898
H3K4me3 GM12878,Number of knots,SDPM,1.000000693,1.00E+06,6643857,1000,500,0.236500484,0.236500541,42686,0.956261527
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,7,0.048805729,0.048805729,18667,1.242498052
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,10,0.065893227,0.065893227,18667,1.25408538
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,50,0.123644503,0.123644503,18667,1.299449979
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,100,0.128381363,-0.362861756,18667,1.298721126
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,200,0.134443088,0.134443088,18667,1.295641181
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,500,-7.105212387,-95.23452792,18667,1.407110306
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,9334,0.014227569,0.014227569,18667,2.38925903
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,6222,-340.1900544,-1435.286968,18667,7.214220202
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,4667,-88.70370246,-420.2871239,18667,2.551782113
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,3733,-169.7455812,-747.1755086,18667,3.968332058
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,3111,-123.98815,-562.6096706,18667,3.138953574
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,2667,0.025420258,0.025420258,18667,1.367394882
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,2333,0.029510847,0.029510847,18667,1.455812291
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,2074,0.028654858,0.028654858,18667,1.456441163
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1867,0.029403679,-57.09143978,18667,1.407971179
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1697,-20.66473734,-147.0295891,18667,1.575032554
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1556,-30.77678483,-186.8245323,18667,1.683900502
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1436,-29.29463623,-180.7074136,18667,1.664867137
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1333,-29.65557742,-181.8969356,18667,1.668712428
H3K4me3 H1-hESC,Number of knots,SDPM,2,1,7,1000,1244,-27.89142376,-174.9247525,18667,1.647461062
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,7,0.048805729,0.048805729,18491,1.242498052
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,10,0.065893227,0.065893227,18491,1.25408538
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,50,0.123644503,0.123644503,18491,1.299449979
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,100,0.128381363,-0.362861756,18491,1.298721126
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,200,0.134443088,0.134443088,18491,1.295641181
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,500,-7.105212387,-95.23452792,18491,1.407110306
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,9246,0.014263642,0.014263642,18491,2.393222622
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,6164,-339.697951,-1433.300125,18491,7.206109837
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,4623,-88.50671473,-419.4923452,18491,2.546334616
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,3698,-168.6773736,-742.8710151,18491,3.946567619
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,3082,-121.112314,-551.0516357,18491,3.091575711
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,2642,0.025754718,0.025754718,18491,1.372236827
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,2311,0.026897392,0.026897392,18491,1.457248417
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,2055,0.030298594,0.030298594,18491,1.450131607
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1849,0.032174975,-59.23248183,18491,1.406831966
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1681,-22.36307466,-153.7864567,18491,1.593447381
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1541,-31.81400728,-190.907858,18491,1.695579037
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1422,-28.95186337,-179.3473228,18491,1.661167391
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1321,-29.72210125,-182.1593313,18491,1.667931736
H3K4me3 H1-hESC,Number of knots,SDPM,1,Inf,0,1000,1233,-27.51105965,-173.4283441,18491,1.63940493
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,7,0.143027373,0.143027373,19761,1.323329135
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,10,0.142174197,0.142174197,19761,1.330727483
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,50,0.174136797,0.174136797,19761,1.354506711
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,100,0.186821381,0.186821381,19761,1.349706531
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,200,0.19249326,0.19249326,19761,1.348567169
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,500,-14.4523704,-110.3354913,19761,1.517054069
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,9880,-718.1708796,-716.9272936,19761,657.6924134
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,6587,-30.44556278,-168.3478496,19761,1.65401417
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,4940,0.148798141,0.148798141,19761,2.456746347
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,3952,-174.0587044,-673.6879688,19761,3.91659492
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,3294,-21.92104396,-138.3692669,19761,1.58575419
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,2823,0.131048891,-48.29223462,19761,1.400699954
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,2470,0.130562455,0.130562455,19761,1.442426554
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,2196,0.129966217,0.129966217,19761,1.485194206
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1976,0.130381077,0.130381077,19761,1.53632736
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1796,0.129786934,0.129786934,19761,1.578762644
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1647,0.132005654,0.132005654,19761,1.497482928
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1520,0.132354745,0.132354745,19761,1.411708247
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1412,0.132395478,0.033232842,19761,1.371059278
H3K4me3 H1-hESC,Number of knots,SDPM,1.002313162,300,1994,1000,1317,-16.16042844,-115.9209665,19761,1.539547538
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,7,0.093801652,0.093801652,19761,1.489317203
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,10,0.11232728,0.11232728,19761,1.479995954
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,50,0.113321159,0.113321159,19761,1.511564657
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,100,0.100038178,-23.22909465,19761,1.539373334
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,200,0.100090246,0.100090246,19761,1.589967076
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,500,0.100822203,0.100822203,19761,1.81907572
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,9880,0.219804001,0.284176575,19761,121.7707333
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,6587,-840.2409129,-2240.190522,19761,16.06280921
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,4940,0.219227384,0.281015037,19761,5.250749463
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,3952,0.222828049,0.279675097,19761,6.398095443
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,3294,0.222651648,0.279725282,19761,5.502500061
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,2823,0.225696604,0.260770013,19761,4.400045908
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,2470,0.180166788,0.180166788,19761,8.13233518
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,2196,0.134053301,0.134053301,19761,11.85452062
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,1976,0.126204774,0.126204774,19761,12.60373693
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,1796,0.122475676,0.122475676,19761,12.24551783
H3K4me3 H1-hESC,Number of knots,SDPM,1.000693387,1000,6644,1000,1647,0.117887159,0.117887159,19761,11.87111141
